ch1_20220315144905.mat,2819355.0
ch2_20220315144905.mat,2819189.0
ch3_20220315144905.mat,2819097.0
ch10_20220315144905.mat,2819611.0
ch11_20220315144905.mat,2819418.0
ch1_20220315144905.mat,2924184.0
ch2_20220315144905.mat,2923885.0
ch3_20220315144905.mat,2923816.0
ch4_20220315144905.mat,2923770.0
ch5_20220315144905.mat,2923657.0
ch6_20220315144905.mat,2923652.0
ch7_20220315144905.mat,2923860.0
ch8_20220315144905.mat,2923748.0
ch9_20220315144905.mat,2923830.0
ch10_20220315144905.mat,2923987.0
ch11_20220315144905.mat,2924075.0
ch12_20220315144905.mat,2924255.0
ch1_20220315144907.mat,2845128.0
ch2_20220315144907.mat,2844882.0
ch3_20220315144907.mat,2844922.0
ch4_20220315144907.mat,2844761.0
ch5_20220315144907.mat,2844727.0
ch8_20220315144907.mat,2844619.0
ch9_20220315144907.mat,2844755.0
ch10_20220315144907.mat,2844939.0
ch11_20220315144907.mat,2845016.0
ch1_20220315144908.mat,1462865.0
ch2_20220315144908.mat,1462538.0
ch3_20220315144908.mat,1462609.0
ch4_20220315144908.mat,1462480.0
ch5_20220315144908.mat,1462347.0
ch8_20220315144908.mat,1462379.0
ch9_20220315144908.mat,1462537.0
ch10_20220315144908.mat,1462692.0
ch11_20220315144908.mat,1462906.0
ch6_20220315144913.mat,768565.0
ch1_20220315144913.mat,1835027.0
ch2_20220315144913.mat,1834604.0
ch3_20220315144913.mat,1834616.0
ch4_20220315144913.mat,1834475.0
ch5_20220315144913.mat,1834441.0
ch8_20220315144913.mat,1834477.0
ch9_20220315144913.mat,1834660.0
ch10_20220315144913.mat,1834718.0
ch11_20220315144913.mat,1835048.0
ch12_20220315144913.mat,1835067.0
ch1_20220315144913.mat,1961431.0
ch2_20220315144913.mat,1961094.0
ch3_20220315144913.mat,1961148.0
ch4_20220315144913.mat,1960915.0
ch5_20220315144913.mat,1960852.0
ch8_20220315144913.mat,1960796.0
ch9_20220315144913.mat,1961210.0
ch1_20220315144919.mat,2458889.0
ch2_20220315144919.mat,2458511.0
ch3_20220315144919.mat,2458425.0
ch4_20220315144919.mat,2458283.0
ch5_20220315144919.mat,2458226.0
ch8_20220315144919.mat,2458204.0
ch9_20220315144919.mat,2458301.0
ch10_20220315144919.mat,2458450.0
ch11_20220315144919.mat,2458548.0
ch1_20220315144920.mat,1308497.0
ch2_20220315144920.mat,1308222.0
ch3_20220315144920.mat,1308101.0
ch4_20220315144920.mat,1308026.0
ch5_20220315144920.mat,1307984.0
ch8_20220315144920.mat,1307968.0
ch9_20220315144920.mat,1308092.0
ch10_20220315144920.mat,1308234.0
ch11_20220315144920.mat,1308239.0
ch1_20220315144921.mat,1590129.0
ch2_20220315144921.mat,1589843.0
ch3_20220315144921.mat,1589771.0
ch4_20220315144921.mat,1589752.0
ch5_20220315144921.mat,1589659.0
ch8_20220315144921.mat,1589729.0
ch9_20220315144921.mat,1589816.0
ch10_20220315144921.mat,1589922.0
ch11_20220315144921.mat,1590050.0
ch12_20220315144921.mat,1590601.0
ch1_20220315144922.mat,1833689.0
ch2_20220315144922.mat,1833362.0
ch3_20220315144922.mat,1833344.0
ch4_20220315144922.mat,1833247.0
ch5_20220315144922.mat,1833186.0
ch8_20220315144922.mat,1833233.0
ch9_20220315144922.mat,1833376.0
ch10_20220315144922.mat,1833420.0
ch11_20220315144922.mat,1833616.0
ch12_20220315144922.mat,1833802.0
ch1_20220315144924.mat,489147.0
ch8_20220315144924.mat,488607.0
ch10_20220315144924.mat,488833.0
ch11_20220315144924.mat,488967.0
ch1_20220315144925.mat,689207.0
ch2_20220315144925.mat,689030.0
ch3_20220315144925.mat,688927.0
ch4_20220315144925.mat,688857.0
ch5_20220315144925.mat,688784.0
ch8_20220315144925.mat,688747.0
ch9_20220315144925.mat,688956.0
ch10_20220315144925.mat,689058.0
ch11_20220315144925.mat,688938.0
ch1_20220315144925.mat,1823192.0
ch2_20220315144925.mat,1823207.0
ch3_20220315144925.mat,1823383.0
ch4_20220315144925.mat,1823544.0
ch5_20220315144925.mat,1823584.0
ch8_20220315144925.mat,1823522.0
ch9_20220315144925.mat,1823581.0
ch10_20220315144925.mat,1823469.0
ch11_20220315144925.mat,1823289.0
ch1_20220315144927.mat,1218231.0
ch2_20220315144927.mat,1217925.0
ch3_20220315144927.mat,1217808.0
ch9_20220315144927.mat,1217789.0
ch10_20220315144927.mat,1217897.0
ch1_20220315144927.mat,1418359.0
ch2_20220315144927.mat,1417987.0
ch3_20220315144927.mat,1418066.0
ch4_20220315144927.mat,1417909.0
ch5_20220315144927.mat,1417772.0
ch8_20220315144927.mat,1417738.0
ch9_20220315144927.mat,1417947.0
ch10_20220315144927.mat,1418096.0
ch11_20220315144927.mat,1418232.0
ch1_20220315144928.mat,599287.0
ch2_20220315144928.mat,598693.0
ch3_20220315144928.mat,598590.0
ch4_20220315144928.mat,598490.0
ch5_20220315144928.mat,598390.0
ch8_20220315144928.mat,598461.0
ch9_20220315144928.mat,598433.0
ch10_20220315144928.mat,598733.0
ch11_20220315144928.mat,598971.0
ch1_20220315144930.mat,635973.0
ch2_20220315144930.mat,635622.0
ch3_20220315144930.mat,636368.0
